Product,Brand,Quantity Sold,Region,Core Specification,Processor Specification,RAM,ROM,SSD,Price
0,12,2,0,7,13,6,512,512,19449
1,7,2,2,4,7,8,256,0,150019
0,6,8,0,3,6,12,128,256,69112
1,8,5,0,4,2,4,128,0,40653
0,11,4,2,7,13,16,64,1024,192747
0,3,10,4,1,4,16,1,512,150967
1,11,5,0,4,7,16,64,0,25627
1,6,3,2,4,1,4,512,0,135660
0,6,6,4,3,6,4,256,1024,51761
1,11,9,1,4,0,12,1,0,171427
0,11,8,1,7,13,32,128,256,76280
1,0,1,1,4,0,6,512,0,51455
1,4,3,1,4,0,6,256,0,199152
1,2,3,3,4,2,8,256,0,54404
0,6,8,2,2,5,16,64,2048,97119
1,15,6,0,4,10,4,64,0,84749
1,6,4,1,4,2,12,128,0,42496
0,16,7,0,0,3,4,256,512,191152
1,5,6,1,4,10,6,256,0,8136
1,13,2,2,4,10,16,128,0,198438
1,2,4,0,4,1,4,512,0,21448
1,18,5,2,4,0,12,64,0,163247
1,13,4,0,4,10,4,64,0,53780
0,9,8,4,6,12,8,256,2048,159871
1,6,6,0,4,10,12,256,0,145975
1,5,7,0,4,1,4,512,0,122208
1,5,4,2,4,9,16,128,0,152849
0,3,8,1,6,12,6,1,2048,141354
0,16,5,0,2,5,32,1,512,9533
0,17,1,4,7,13,6,512,256,21222
0,6,2,2,0,3,32,64,256,131573
0,12,10,0,0,3,16,256,256,151814
1,12,10,4,4,8,12,64,0,39485
1,5,9,4,4,2,32,1,0,74407
1,10,1,3,4,10,8,64,0,184894
0,18,6,3,3,6,8,512,512,74265
1,5,4,0,4,8,16,64,0,44088
1,9,8,4,4,10,6,128,0,148895
1,16,7,1,4,9,6,128,0,17688
0,13,9,3,5,11,16,1,2048,30151
0,2,8,3,3,6,32,256,1024,41192
0,16,2,3,8,14,8,1,256,56207
1,15,7,1,4,2,16,1,0,195372
0,19,7,3,7,13,32,64,256,127692
1,14,10,1,4,0,12,256,0,115046
1,18,3,0,4,2,4,256,0,126594
1,5,10,0,4,0,8,64,0,195690
1,18,4,3,4,0,12,512,0,179656
0,9,7,3,7,13,16,256,512,161538
1,11,4,4,4,8,4,64,0,69104
1,17,8,3,4,10,32,1,0,145866
0,3,7,1,3,6,8,512,1024,183807
1,17,9,2,4,1,12,512,0,134304
1,1,7,3,4,7,16,512,0,138371
0,10,3,1,7,13,4,128,512,77940
0,0,1,2,0,3,8,1,1024,121638
0,0,10,1,1,4,6,64,256,196275
1,16,5,4,4,9,32,256,0,114727
0,2,8,4,3,6,4,1,1024,37303
0,1,2,1,0,3,12,512,256,114895
0,10,9,1,5,11,8,64,2048,96130
1,7,4,2,4,10,32,1,0,84139
1,8,7,0,4,10,6,256,0,61798
1,3,6,4,4,1,6,256,0,80253
1,16,5,4,4,0,6,1,0,153836
1,8,3,0,4,8,6,512,0,67165
0,16,10,4,8,14,8,128,1024,197643
0,17,6,1,3,6,32,128,256,188207
0,16,9,1,6,12,32,1,1024,46821
0,4,10,3,0,3,8,256,256,66691
0,17,9,1,7,13,6,64,256,137951
0,15,4,1,5,11,8,64,1024,148645
0,12,6,2,1,4,6,64,512,38564
0,4,4,0,8,14,4,128,512,140020
1,5,9,3,4,8,16,128,0,46853
1,15,4,2,4,8,4,64,0,139116
0,0,1,3,6,12,6,512,2048,170695
0,2,9,4,7,13,16,512,256,44665
1,7,6,0,4,7,4,1,0,186525
1,15,5,3,4,1,8,256,0,197903
0,6,3,0,6,12,12,512,256,133476
0,4,5,4,3,6,32,1,512,42577
0,3,4,0,7,13,16,512,256,79603
1,5,1,3,4,7,16,64,0,34134
1,0,6,2,4,8,12,256,0,132484
0,3,2,0,2,5,6,256,2048,16725
1,15,3,2,4,1,32,1,0,13926
1,0,10,2,4,9,4,512,0,85607
1,1,9,0,4,9,8,512,0,137308
0,10,8,2,0,3,12,256,512,189353
1,2,7,3,4,7,12,256,0,81039
1,19,10,3,4,9,32,512,0,127548
1,8,7,2,4,7,16,64,0,139857
0,12,8,2,2,5,32,512,512,10970
1,14,6,1,4,0,8,1,0,144607
1,6,1,4,4,7,6,512,0,72131
0,13,3,2,6,12,16,128,512,187276
0,16,3,4,5,11,12,64,256,133951
1,4,9,3,4,8,4,512,0,66827
1,11,3,3,4,9,8,128,0,9558
1,11,3,0,4,0,8,1,0,169416
1,10,8,3,4,0,4,128,0,114918
1,2,4,1,4,7,8,128,0,94214
1,1,6,1,4,1,16,512,0,78994
0,4,3,0,0,3,8,256,1024,100835
1,9,4,4,4,1,32,512,0,104172
0,10,1,2,5,11,4,512,1024,75433
1,11,10,0,4,0,16,1,0,156198
0,17,8,2,8,14,16,1,512,55499
0,12,9,4,6,12,8,128,512,196978
0,15,8,1,0,3,12,512,2048,21234
1,6,4,1,4,10,6,128,0,173173
0,14,3,2,7,13,32,512,1024,87310
0,9,10,2,6,12,8,64,1024,45038
0,5,8,2,3,6,16,64,512,23043
0,17,4,2,6,12,16,256,256,91444
1,17,3,3,4,7,16,256,0,78724
1,16,7,4,4,1,8,256,0,189381
0,11,4,3,6,12,12,512,256,58205
1,12,1,1,4,1,4,256,0,92375
0,1,10,0,8,14,6,128,256,116169
0,1,2,1,2,5,12,128,512,11964
0,1,5,3,3,6,16,128,512,77304
0,6,6,2,5,11,4,64,1024,72651
0,4,5,1,7,13,8,64,1024,130197
1,15,6,0,4,8,6,256,0,64190
0,17,6,0,5,11,4,512,256,36787
0,12,7,2,2,5,32,512,512,145347
1,16,6,1,4,7,12,128,0,76801
0,13,6,3,8,14,32,256,1024,28625
1,4,6,3,4,1,8,1,0,188029
1,1,7,3,4,2,4,512,0,34780
1,2,10,0,4,8,4,128,0,91959
1,15,9,4,4,9,6,256,0,186331
1,3,4,0,4,8,8,1,0,172265
0,9,10,4,1,4,8,1,256,166340
0,6,9,3,0,3,6,256,2048,141553
0,17,5,4,8,14,32,1,256,47201
1,15,3,1,4,8,8,256,0,28259
1,7,4,0,4,1,8,64,0,86669
1,0,4,3,4,8,12,64,0,31329
1,13,7,1,4,9,4,512,0,129724
1,12,10,1,4,9,8,1,0,35489
1,19,6,0,4,0,16,64,0,86236
0,13,5,2,8,14,12,128,256,154546
0,12,9,2,3,6,32,512,512,63170
1,9,7,2,4,1,4,64,0,15295
1,4,10,1,4,0,6,1,0,60270
0,14,2,3,3,6,12,128,2048,154728
1,1,9,4,4,1,6,512,0,33416
0,0,10,3,0,3,6,128,256,36739
1,8,3,0,4,10,12,64,0,22560
0,8,7,4,8,14,32,512,1024,69130
1,15,7,4,4,0,16,1,0,84523
1,15,7,3,4,2,12,1,0,123780
1,11,5,1,4,2,12,512,0,42294
0,6,10,4,7,13,6,1,1024,194006
0,15,3,0,7,13,8,1,1024,155543
1,14,2,1,4,8,8,1,0,141778
1,18,3,2,4,0,12,64,0,71894
1,9,8,0,4,10,4,64,0,74617
1,2,2,0,4,8,16,1,0,178179
1,17,2,2,4,1,4,512,0,29649
1,3,4,3,4,10,6,256,0,196185
1,18,1,2,4,8,6,64,0,131100
0,3,2,4,6,12,12,1,512,189976
0,2,7,1,3,6,8,512,256,60752
1,15,1,4,4,1,4,64,0,20145
1,13,5,0,4,2,8,64,0,46571
0,12,10,2,5,11,16,1,2048,123881
1,3,8,3,4,9,16,64,0,132119
0,8,3,0,1,4,8,256,256,46265
1,10,9,2,4,8,6,256,0,180178
1,9,1,3,4,2,4,1,0,60644
1,12,1,1,4,8,8,1,0,130886
0,15,1,3,8,14,8,512,1024,18184
0,16,9,1,5,11,16,256,256,191325
0,14,2,3,2,5,6,1,512,61978
1,7,6,1,4,0,8,512,0,36689
1,19,4,1,4,0,4,1,0,188546
0,13,1,4,5,11,16,128,512,46817
1,7,5,1,4,7,6,128,0,143904
0,16,9,1,5,11,4,512,512,183184
0,0,1,3,0,3,8,1,512,121576
0,12,4,4,5,11,8,64,1024,167852
0,11,8,0,3,6,12,64,512,152403
0,18,6,1,0,3,32,64,256,34498
0,16,2,0,6,12,8,512,256,77954
0,12,6,1,3,6,6,128,1024,160104
0,5,7,4,8,14,6,256,1024,122355
0,10,9,4,6,12,16,64,1024,83369
0,8,1,1,7,13,4,512,1024,34350
0,1,10,4,8,14,8,128,1024,167795
0,14,5,1,8,14,8,128,256,181716
1,19,1,2,4,9,4,256,0,66523
1,2,7,0,4,7,32,256,0,136155
1,4,10,4,4,8,8,1,0,110608
1,12,3,0,4,8,12,128,0,88167
0,18,4,0,5,11,4,1,256,95048
1,2,7,0,4,7,32,64,0,51113
1,2,5,0,4,10,8,512,0,147853
0,5,1,3,8,14,4,64,512,50275
1,3,8,0,4,1,12,128,0,145870
0,9,5,4,6,12,4,512,256,176855
0,15,1,1,8,14,12,64,256,82443
0,4,10,3,1,4,32,64,256,11786
1,11,2,2,4,10,6,128,0,157442
1,11,5,0,4,0,8,1,0,113131
1,13,7,0,4,9,12,512,0,57828
0,1,8,0,7,13,8,256,256,174724
1,19,3,4,4,8,4,512,0,180318
1,1,8,3,4,9,4,64,0,110033
1,1,3,1,4,7,8,64,0,54942
0,18,7,4,6,12,4,128,512,181740
0,3,6,0,8,14,32,256,2048,188672
0,9,3,4,5,11,8,256,256,137359
0,10,8,1,6,12,6,64,1024,76486
0,3,10,3,5,11,16,128,256,54488
0,0,1,2,6,12,6,512,256,183777
1,18,8,4,4,0,16,128,0,199785
0,10,10,2,6,12,16,1,256,64584
1,19,7,1,4,1,32,128,0,12492
1,16,5,4,4,1,6,1,0,125121
1,17,6,2,4,9,32,64,0,37636
0,1,2,1,3,6,16,512,256,110745
0,8,9,3,5,11,16,64,2048,64831
0,11,10,4,0,3,12,512,512,193736
1,18,10,2,4,0,16,256,0,119503
1,10,9,4,4,9,4,512,0,25324
0,13,5,4,6,12,12,1,256,136996
0,7,8,2,0,3,8,128,2048,161255
0,7,7,0,1,4,8,1,256,68953
0,17,1,2,1,4,6,512,1024,163984
0,1,6,2,6,12,12,64,1024,8981
0,17,1,4,2,5,12,256,512,86933
1,16,5,3,4,10,16,512,0,46309
1,5,3,3,4,10,16,128,0,98231
0,11,2,4,8,14,16,1,2048,16475
0,6,8,2,2,5,32,512,1024,102920
0,3,3,1,5,11,8,128,1024,24577
0,1,7,1,5,11,16,64,512,42382
1,0,1,3,4,1,32,512,0,195022
0,16,5,4,6,12,4,128,256,118337
0,11,6,3,7,13,4,512,256,39489
0,16,10,2,1,4,16,128,512,137246
0,4,6,2,2,5,8,256,2048,155804
1,2,6,1,4,8,4,128,0,82232
0,7,6,3,3,6,16,64,512,93345
0,6,7,4,7,13,12,64,1024,61322
0,13,7,2,6,12,16,128,2048,137807
0,15,5,4,1,4,16,128,512,35657
0,4,5,1,0,3,6,64,512,80721
0,0,6,3,8,14,8,512,512,13015
0,0,1,0,7,13,16,256,256,188854
1,2,2,0,4,9,6,128,0,125565
1,0,8,0,4,9,12,1,0,73225
1,8,6,3,4,8,6,256,0,198608
0,8,9,3,8,14,32,1,256,31656
0,12,8,4,7,13,32,512,256,186988
1,5,1,4,4,10,4,256,0,125746
0,9,7,3,7,13,8,256,2048,82386
0,10,7,0,1,4,4,256,2048,137791
1,10,2,1,4,2,32,512,0,103962
0,5,9,1,3,6,6,1,256,176413
1,15,10,2,4,1,6,128,0,61500
0,2,4,2,6,12,4,256,2048,186039
1,6,10,4,4,9,6,256,0,143321
0,18,4,0,8,14,16,128,256,78120
0,7,10,3,7,13,16,256,256,82995
1,15,6,1,4,10,32,1,0,59566
1,1,6,3,4,7,12,128,0,69250
0,7,6,3,0,3,6,64,2048,175849
0,8,10,1,0,3,8,1,512,118006
0,12,7,4,5,11,4,128,512,199349
1,11,3,0,4,8,12,256,0,193209
0,11,6,1,0,3,6,64,512,152849
0,10,7,4,8,14,12,128,2048,95504
0,7,3,1,7,13,32,128,2048,62131
1,19,5,3,4,2,6,1,0,57945
0,12,7,3,1,4,12,64,1024,15517
0,18,3,3,3,6,6,256,512,47822
0,19,1,2,5,11,32,128,256,113572
1,19,2,2,4,10,32,64,0,199909
1,17,4,2,4,2,16,64,0,104536
0,11,5,1,5,11,16,128,1024,86167
1,12,7,4,4,8,8,1,0,175676
0,17,6,3,3,6,8,1,256,129703
0,4,10,0,7,13,6,1,1024,173840
0,2,5,4,5,11,4,64,512,126446
0,16,10,1,7,13,12,1,256,59117
1,4,4,2,4,2,16,256,0,142949
0,8,6,3,5,11,6,64,256,38035
0,15,3,3,7,13,6,64,256,171320
1,17,7,3,4,0,4,256,0,84908
0,0,2,2,2,5,32,512,256,17311
0,4,7,4,2,5,12,64,256,140378
1,1,10,3,4,1,6,1,0,13524
1,0,6,2,4,7,16,1,0,154246
0,10,3,0,7,13,8,1,2048,55713
0,11,2,1,7,13,4,256,2048,148115
0,13,7,4,5,11,8,512,1024,110488
1,14,5,1,4,1,6,256,0,185296
1,11,1,4,4,0,6,512,0,6198
0,11,3,1,5,11,16,64,256,48968
1,6,9,4,4,9,32,1,0,97535
0,0,6,3,1,4,6,512,1024,104159
0,4,5,3,2,5,32,64,1024,113227
0,14,1,3,3,6,8,256,256,156967
0,10,7,1,0,3,32,256,2048,45832
0,0,2,4,0,3,12,128,512,109600
0,6,10,1,1,4,8,512,1024,16637
1,4,6,3,4,7,12,64,0,15244
0,9,8,1,2,5,8,1,1024,154481
0,14,2,0,3,6,12,512,512,125613
0,15,3,0,1,4,4,64,1024,19115
1,12,10,0,4,0,4,64,0,71773
1,14,1,0,4,9,8,1,0,104146
0,10,9,1,1,4,32,1,1024,175832
0,6,4,1,8,14,16,128,1024,137133
0,1,1,2,0,3,32,64,1024,178668
0,9,7,3,8,14,6,64,256,107377
1,14,9,3,4,10,32,128,0,85653
0,5,4,4,0,3,16,1,512,114564
0,14,2,0,7,13,4,512,256,170872
1,4,7,3,4,1,12,128,0,25550
1,5,3,3,4,7,16,512,0,179074
0,13,3,4,8,14,16,128,256,197646
1,7,2,4,4,7,8,1,0,132491
1,14,1,3,4,9,32,64,0,140014
1,2,2,1,4,1,16,1,0,95057
0,15,6,2,1,4,16,1,2048,116970
0,18,1,2,8,14,6,128,256,172327
0,3,3,4,8,14,6,1,1024,59344
1,13,1,4,4,9,32,512,0,48911
0,6,1,3,7,13,32,256,1024,166803
1,5,4,4,4,7,8,256,0,66311
1,1,1,1,4,8,8,64,0,32387
0,4,10,4,7,13,8,64,256,39162
1,11,2,0,4,2,16,1,0,27118
1,17,5,1,4,9,16,256,0,51129
0,6,5,0,8,14,4,128,2048,151335
0,14,6,0,0,3,32,128,2048,132115
1,5,8,0,4,2,12,64,0,67050
1,2,8,1,4,8,32,64,0,23948
0,4,9,2,5,11,4,1,1024,64274
1,8,2,3,4,9,12,128,0,138454
1,13,10,1,4,7,6,256,0,87430
1,4,1,4,4,7,16,128,0,161639
0,17,6,3,1,4,16,128,512,57435
0,0,4,3,0,3,6,256,2048,198298
1,2,1,3,4,8,4,1,0,176822
1,13,5,1,4,9,6,1,0,199124
0,13,1,3,2,5,8,64,512,192728
1,19,2,3,4,0,16,64,0,64458
0,5,5,0,0,3,12,512,1024,115805
0,17,7,3,2,5,4,512,2048,164912
1,8,2,0,4,9,16,256,0,170519
1,7,6,3,4,2,16,128,0,130955
0,6,8,1,0,3,8,128,512,146608
1,1,3,2,4,7,16,512,0,100775
1,0,1,1,4,0,8,1,0,99032
0,18,1,3,6,12,12,512,1024,85591
0,5,7,2,8,14,16,256,256,29577
1,1,7,3,4,0,6,256,0,96786
0,16,5,3,7,13,32,64,512,54454
1,1,10,3,4,10,6,1,0,70587
1,18,6,4,4,8,32,512,0,38538
1,1,3,0,4,7,32,512,0,196345
0,15,2,0,6,12,6,1,1024,43210
1,7,3,3,4,2,6,256,0,30875
1,18,2,4,4,9,32,256,0,84054
1,12,7,4,4,8,8,1,0,17270
1,6,5,1,4,9,6,64,0,127779
0,5,3,3,5,11,16,128,1024,149074
1,16,7,0,4,9,16,512,0,174217
0,15,6,1,8,14,4,512,2048,193695
1,14,6,0,4,1,12,256,0,126045
0,6,8,3,5,11,4,64,512,87324
1,5,10,3,4,0,32,256,0,65646
1,14,4,2,4,10,32,256,0,24400
1,3,2,1,4,9,32,1,0,195608
1,15,3,2,4,8,16,256,0,91987
1,12,3,1,4,2,16,512,0,71528
0,7,5,1,6,12,4,64,1024,106391
1,19,7,2,4,1,12,64,0,90432
1,9,9,2,4,2,32,64,0,27663
0,16,7,1,3,6,6,1,512,30373
0,8,9,3,5,11,4,64,2048,51675
1,19,1,2,4,9,32,64,0,5777
0,18,5,3,0,3,6,256,2048,80622
0,12,5,4,6,12,32,256,512,74147
1,16,5,2,4,2,16,128,0,182300
1,0,7,4,4,7,16,512,0,8145
0,18,2,1,2,5,6,512,512,131928
1,8,8,0,4,10,12,128,0,49039
1,7,8,0,4,10,16,512,0,186999
1,11,7,2,4,10,8,64,0,143538
1,13,4,1,4,8,8,256,0,63590
1,15,1,3,4,0,16,64,0,171630
0,6,8,4,5,11,32,256,512,61022
1,8,3,3,4,8,32,1,0,54088
1,2,2,4,4,8,8,1,0,194360
0,15,3,4,3,6,8,64,256,68041
1,0,4,4,4,7,32,1,0,16601
0,19,9,0,6,12,16,256,1024,6672
0,1,7,4,5,11,12,256,512,14763
0,5,3,1,6,12,12,512,2048,177841
0,14,1,3,6,12,12,128,512,77999
1,16,2,4,4,2,8,128,0,24896
0,3,9,4,3,6,8,256,1024,162824
0,16,6,1,6,12,12,256,256,177194
1,5,6,1,4,7,32,128,0,128127
1,9,2,2,4,10,8,1,0,132649
0,5,2,3,1,4,32,512,256,138361
0,10,9,3,8,14,32,1,256,157776
0,6,4,2,5,11,32,128,1024,138731
1,8,8,2,4,8,12,128,0,16779
0,12,5,4,7,13,12,128,1024,36652
0,9,9,4,6,12,16,128,1024,71030
1,16,1,0,4,10,16,128,0,131006
1,18,9,3,4,2,4,1,0,195831
0,3,7,2,0,3,4,128,2048,141861
1,2,6,3,4,1,16,1,0,131410
1,16,8,2,4,7,4,64,0,32777
0,12,1,1,1,4,6,256,2048,50272
1,1,10,1,4,7,12,512,0,190658
0,17,5,1,1,4,16,256,2048,138354
1,18,1,2,4,1,32,64,0,143936
0,15,3,4,5,11,4,128,2048,172084
1,7,9,0,4,7,12,1,0,25779
0,4,2,0,3,6,12,256,2048,152908
1,4,10,4,4,0,32,512,0,100533
0,1,8,0,6,12,4,64,1024,104739
1,1,10,1,4,9,4,512,0,60804
1,18,5,0,4,7,4,1,0,27631
1,0,10,2,4,2,4,256,0,59260
0,9,10,3,1,4,16,64,2048,140514
0,11,7,3,8,14,12,256,2048,73727
0,11,6,0,5,11,32,64,1024,139554
1,10,10,2,4,2,8,256,0,29999
1,5,2,0,4,0,4,128,0,65455
1,10,3,4,4,8,32,256,0,30081
1,1,5,4,4,8,16,128,0,131626
1,5,3,2,4,9,32,512,0,170373
0,2,8,2,8,14,12,512,256,17214
1,10,5,2,4,10,8,1,0,25121
0,16,4,1,7,13,8,256,1024,21396
0,15,9,2,1,4,8,128,512,163820
1,4,6,3,4,10,16,256,0,7329
1,1,1,2,4,8,8,1,0,116123
0,7,2,3,7,13,6,1,512,113909
1,15,10,2,4,1,12,128,0,144985
0,7,9,0,0,3,8,64,256,134126
0,5,3,2,8,14,6,128,512,199290
1,17,10,2,4,1,32,128,0,6941
0,1,6,1,5,11,4,1,256,193174
0,11,5,3,1,4,12,128,256,197735
0,3,4,0,3,6,4,64,256,163014
0,9,3,2,6,12,8,1,2048,136657
0,13,5,3,2,5,6,128,256,35786
1,7,7,1,4,2,8,256,0,46321
0,8,9,2,2,5,32,512,2048,79174
1,8,3,3,4,7,16,64,0,137386
1,15,4,0,4,1,16,256,0,69182
0,4,5,2,7,13,32,1,1024,168385
0,15,5,4,6,12,32,128,1024,126514
1,4,9,3,4,0,12,256,0,154596
1,10,7,3,4,8,32,1,0,147767
0,0,6,4,8,14,8,256,512,27766
1,11,6,4,4,0,12,64,0,196064
1,16,3,2,4,8,6,512,0,166815
0,3,5,4,7,13,8,64,1024,126893
0,1,1,3,8,14,16,64,512,46607
1,8,10,1,4,0,6,128,0,41115
1,0,5,4,4,2,32,128,0,50667
1,5,7,4,4,8,8,512,0,169774
1,9,9,2,4,10,32,64,0,114090
1,3,8,3,4,10,32,64,0,143388
1,19,10,3,4,1,32,256,0,45124
0,1,2,4,6,12,8,256,1024,173294
0,18,1,1,0,3,12,512,2048,136000
1,16,7,1,4,8,32,512,0,157933
1,1,6,0,4,2,6,64,0,162463
1,16,8,3,4,1,32,256,0,197263
0,6,3,4,8,14,6,1,256,91795
0,11,10,3,8,14,6,256,512,135073
1,3,7,2,4,10,4,128,0,172485
0,13,4,4,0,3,12,512,256,25818
0,4,8,4,1,4,8,256,1024,183125
0,19,7,2,3,6,12,256,1024,85928
1,4,2,3,4,9,16,256,0,154243
1,12,6,0,4,2,8,512,0,130030
1,16,6,2,4,9,6,64,0,159858
1,6,7,0,4,2,8,256,0,21951
1,11,9,3,4,7,8,512,0,20050
0,17,1,1,1,4,16,64,2048,56788
1,16,3,4,4,7,4,64,0,166015
1,15,5,4,4,2,32,1,0,129773
0,8,1,3,3,6,12,256,2048,56673
1,13,6,1,4,0,4,512,0,66059
1,4,2,4,4,2,16,128,0,168703
0,11,9,0,1,4,4,1,256,168580
0,19,1,4,2,5,32,512,256,77744
1,3,10,1,4,1,32,64,0,179929
0,0,8,2,3,6,32,256,512,101476
1,14,9,1,4,1,12,512,0,145946
1,5,4,4,4,1,12,1,0,65251
1,17,8,1,4,2,32,512,0,68545
1,1,4,4,4,10,6,512,0,100048
0,19,5,0,1,4,12,512,256,154453
1,5,4,3,4,1,32,128,0,113481
0,9,7,4,8,14,6,256,512,164103
1,19,2,1,4,8,32,256,0,125199
1,15,3,0,4,7,32,512,0,151386
0,9,4,3,1,4,32,512,512,6526
0,15,8,4,0,3,6,512,2048,189781
0,1,2,4,1,4,12,128,2048,160938
1,16,5,2,4,10,32,64,0,140213
0,2,8,1,6,12,16,1,1024,70966
1,2,7,2,4,9,4,256,0,187638
0,8,3,1,6,12,32,128,1024,95742
1,6,7,2,4,1,16,512,0,18464
0,15,8,4,0,3,32,512,2048,194791
1,10,6,2,4,10,12,256,0,71895
1,13,5,1,4,0,6,256,0,24059
1,12,10,2,4,0,8,1,0,55257
0,18,4,0,7,13,4,128,2048,12086
1,6,9,2,4,0,16,512,0,52609
0,12,7,3,8,14,4,512,2048,127606
0,15,1,2,1,4,6,512,512,146067
1,12,3,4,4,10,12,1,0,101073
1,18,3,0,4,9,8,128,0,49650
1,12,1,2,4,2,6,1,0,135832
0,19,7,2,7,13,12,512,2048,198048
1,2,3,2,4,10,8,128,0,84556
1,19,1,0,4,9,16,64,0,113798
1,5,8,4,4,1,16,1,0,61806
1,13,6,1,4,0,12,512,0,56656
1,15,10,0,4,0,8,128,0,190705
1,5,2,4,4,10,6,256,0,79122
0,8,7,3,3,6,6,512,2048,137408
0,19,7,3,8,14,32,64,256,23620
1,2,5,3,4,9,16,128,0,113426
0,6,2,3,0,3,16,256,512,127483
1,14,6,4,4,10,8,1,0,196112
1,17,10,1,4,9,8,256,0,8924
1,4,2,3,4,7,6,512,0,115089
0,6,4,3,1,4,8,128,2048,33671
0,18,6,2,2,5,12,64,1024,131254
1,16,8,2,4,10,6,64,0,14133
1,5,5,0,4,1,6,256,0,113784
0,12,2,3,0,3,6,1,1024,117761
0,16,6,0,6,12,16,1,2048,85268
0,0,2,1,5,11,8,1,256,133728
0,15,5,3,8,14,6,256,1024,62033
0,7,10,0,7,13,32,128,1024,104843
1,0,1,3,4,7,6,1,0,159477
1,16,9,3,4,2,8,128,0,106424
0,12,1,2,7,13,32,128,512,143672
1,4,4,4,4,9,6,256,0,8069
0,10,6,0,0,3,6,1,512,20474
1,17,2,4,4,7,4,128,0,165074
0,11,9,4,0,3,16,256,2048,180331
0,2,3,1,6,12,8,128,2048,167071
1,5,6,3,4,8,8,512,0,97028
1,18,7,0,4,10,8,512,0,80370
0,18,1,1,0,3,16,512,2048,71544
0,0,2,1,7,13,32,512,256,158527
0,15,5,1,0,3,12,512,1024,80224
0,6,6,1,2,5,12,256,512,56841
1,18,6,4,4,0,4,256,0,10081
0,9,7,2,7,13,16,512,512,88524
0,16,10,0,7,13,8,64,512,128027
0,4,7,0,3,6,4,128,2048,45259
0,3,8,1,1,4,8,512,1024,108337
0,7,7,4,1,4,4,256,2048,176485
0,2,7,1,3,6,4,512,256,142346
1,3,1,3,4,2,12,256,0,48161
1,19,8,1,4,10,4,256,0,186980
1,17,6,1,4,7,12,64,0,16703
1,7,7,3,4,0,8,256,0,117146
0,3,6,2,6,12,12,1,1024,159616
1,7,2,3,4,10,8,1,0,192488
1,18,7,4,4,0,6,1,0,34325
0,7,5,0,3,6,8,256,256,52601
0,6,3,1,7,13,16,64,512,176124
0,19,7,0,1,4,12,512,1024,152154
1,13,6,0,4,0,32,64,0,39426
0,9,5,0,3,6,16,1,2048,194135
0,6,1,1,7,13,12,512,512,94250
0,6,4,4,1,4,8,64,2048,155017
0,2,1,4,2,5,6,256,1024,115391
1,16,10,1,4,9,4,1,0,66216
0,5,9,3,2,5,6,64,256,36481
0,12,6,4,0,3,4,64,512,29671
1,19,6,4,4,7,6,128,0,115030
1,14,10,3,4,7,4,128,0,31668
0,2,4,1,3,6,16,128,512,37550
1,5,3,2,4,8,4,1,0,174277
1,16,3,3,4,9,12,512,0,148465
1,15,10,0,4,9,8,256,0,114998
1,18,8,4,4,7,4,512,0,71879
1,6,1,3,4,10,12,256,0,33837
1,19,7,2,4,2,12,1,0,162595
1,6,4,3,4,8,4,256,0,194698
0,19,2,1,6,12,12,1,256,138375
0,3,9,4,6,12,32,256,512,57118
1,1,7,0,4,0,4,1,0,51881
1,1,8,3,4,9,32,64,0,164186
0,3,3,3,3,6,4,1,512,99291
1,13,10,0,4,8,12,64,0,63086
1,14,4,3,4,2,6,64,0,171169
0,1,6,2,7,13,32,128,256,107551
1,4,1,2,4,10,12,1,0,35608
1,1,5,4,4,7,32,512,0,120277
1,15,4,2,4,10,16,256,0,169595
1,10,9,4,4,0,32,1,0,21935
0,5,7,3,1,4,32,512,512,71011
0,8,8,4,6,12,32,128,512,80506
1,2,3,0,4,9,4,256,0,131998
0,1,9,3,7,13,4,256,256,97830
0,17,6,2,8,14,8,256,256,137771
1,2,10,3,4,0,6,128,0,110272
0,1,7,0,7,13,4,128,2048,160741
0,17,7,2,6,12,8,64,2048,145597
0,13,2,1,2,5,4,1,1024,87834
0,0,5,4,7,13,12,512,512,53192
1,16,6,1,4,9,4,64,0,198030
0,2,5,4,7,13,12,128,256,171210
0,10,9,0,5,11,8,64,512,179818
0,9,10,1,6,12,8,1,512,45330
1,4,3,1,4,10,16,1,0,16493
0,9,1,2,5,11,8,1,1024,79415
0,0,4,1,1,4,32,128,1024,69696
0,12,5,0,3,6,6,128,256,31031
1,3,4,4,4,10,4,512,0,164839
1,16,7,3,4,0,4,512,0,184215
0,8,2,1,0,3,4,128,256,116959
1,19,7,4,4,1,16,64,0,67666
1,4,4,0,4,2,8,256,0,187261
0,7,3,4,7,13,8,128,512,128326
0,5,2,1,3,6,4,128,512,99816
1,5,10,4,4,10,16,128,0,20710
0,11,8,1,6,12,4,64,2048,73826
1,17,5,4,4,0,8,512,0,137643
0,9,2,3,6,12,32,64,512,58953
0,15,4,3,8,14,6,128,256,129800
1,6,10,2,4,10,32,256,0,121052
1,7,3,0,4,10,8,256,0,175063
1,6,5,1,4,10,32,128,0,143109
0,1,5,4,0,3,32,1,2048,94993
1,13,10,2,4,1,32,512,0,76360
1,18,8,3,4,7,32,512,0,44546
1,12,9,2,4,0,4,1,0,137048
1,3,9,1,4,9,4,512,0,152182
0,9,10,1,2,5,16,1,256,116665
1,14,4,3,4,8,8,128,0,45982
